Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP_x,Part C Summary,Overall,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,SNP_y,Part D Summary,Year,2014 Part D Summary Rating,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,SNP,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
H5433,Local CCP,Orange County Health Authority,OneCare,Orange County Health Authority,3,2,0,0,0,3,0,0,5,4,3,2,0,0,4,1,4,0,4,0,0,0,5,2,3,2,2,3,1,4,4,2,3,5,4,5,3,3,2,0,5,0,3.5,3.5,5,5,0,4,4,2,3,2,2,5,0,0,0,0,0,5,0,2,0,0,4,2018 Fall,0,2,4,3,3,4,Yes,5,3,5,3,2,0,0,0,0,0
H5434,Local CCP,"Blue Cross And Blue Shield Of Florida, Inc.",Florida Blue,Guidewell Mutual Holding Corporation,4,5,0,0,0,4,1,2,5,3,0,0,0,1,4,4,4,0,3,4,4,3,3,5,4,3,4,3,4,5,5,5,4,5,3,5,3,3,4,0,4,0,3.5,3.5,5,5,4,5,5,5,4,2,2,5,0,0,0,0,0,5,0,2,0,0,4,2018 Fall,0,0,0,5,5,4,No,4,5,4,2,3,0,0,0,0,0
H5435,PFFS,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",2,2,0,0,0,2,2,3,1,3,0,0,0,2,3,3,4,0,2,3,2,2,3,4,3,3,4,2,3,4,2,5,4,5,5,5,2,3,3,0,5,0,3,3.5,5,5,0,4,2,5,5,2,4,5,0,0,0,0,0,5,0,3,0,0,4,2018 Fall,0,0,0,4,4,4,No,4,4,4,3,3,0,0,0,0,0
H5439,Local CCP,Health Net Life Insurance Company,Health Net Life Insurance Company,Centene Corporation,0,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2018 Fall,0,0,0,0,0,5,No,5,4,4,0,2,0,0,0,0,0
H5471,Local CCP,"Simply Healthcare Plans, Inc.","Simply Healthcare Plans, Inc.",Anthem Inc.,4,4,0,0,0,1,3,2,4,5,5,5,0,4,5,5,5,0,4,5,3,3,3,4,2,4,5,5,4,4,5,2,4,5,5,4,3,4,4,0,5,0,4,4,4,5,0,4,5,2,5,5,4,5,0,0,0,0,0,5,0,5,0,0,4,2018 Fall,0,4,5,4,4,4,Yes,3,3,2,5,3,0,0,0,0,0
H5475,Local CCP,"Meridian Health Plan Of Michigan, Inc.",MeridianCare,"Caidan Enterprises, Inc.",2,2,0,0,0,1,2,2,2,4,4,3,0,0,3,4,4,0,4,0,0,2,4,2,2,4,1,3,2,3,3,4,4,5,4,4,2,3,2,0,4,0,3,3,5,5,0,3,3,4,3,3,4,5,0,0,0,0,0,5,0,4,0,0,3,2018 Fall,0,4,4,4,3,3,Yes,1,2,2,3,2,0,0,0,0,0
H5521,Local CCP,Aetna Life Insurance Company,Aetna Medicare,Aetna Inc.,4,4,0,0,0,4,4,4,4,4,0,0,0,4,4,3,5,0,4,4,5,2,4,4,3,4,4,4,3,5,3,5,4,4,4,5,4,4,4,0,4,0,4.5,4,5,5,5,5,3,5,3,3,4,5,0,0,0,0,0,5,0,4,0,0,4,2018 Fall,0,0,0,4,4,4,No,3,4,4,4,4,0,0,0,0,0
H5522,Local CCP,"Healthassurance Pennsylvania, Inc.",HealthAmerica,Aetna Inc.,3,3,0,0,0,4,1,5,1,4,0,0,0,3,4,4,5,0,4,4,1,3,4,4,3,4,4,2,5,5,5,4,4,5,4,5,3,4,4,0,5,0,4,4,5,5,5,5,5,4,5,2,4,5,0,0,0,0,0,5,0,3,0,0,4.5,2018 Fall,0,0,0,5,5,4,No,4,4,4,2,5,0,0,0,0,0
H5525,Local CCP,"Humana Benefit Plan Of Illinois, Inc.","Humana Benefit Plan of Illinois, Inc.",Humana Inc.,3,3,0,0,0,3,3,4,2,5,0,0,0,2,3,4,5,0,4,3,3,2,3,5,4,5,4,2,5,5,3,4,5,3,5,4,3,3,4,0,4,0,4,4,5,5,5,5,3,4,3,4,4,5,0,0,0,0,0,5,0,4,0,0,4,2018 Fall,0,0,0,4,4,4,No,4,4,4,4,4,0,0,0,0,0
H5526,Local CCP,Healthnow New York Inc.,BlueCross BlueShield of WNY and BlueShield of NENY,HealthNow New York Inc.,4,4,0,0,0,5,4,5,2,5,0,0,0,2,5,4,5,0,4,3,5,2,3,5,4,3,5,5,3,5,5,5,4,5,3,5,4,4,4,0,4,0,4.5,4.5,5,5,5,5,5,5,5,4,4,4,0,0,0,0,0,5,0,4,0,0,5,2018 Fall,0,0,0,5,5,4,No,5,5,4,4,3,0,0,0,0,0
H5528,Local CCP,Group Health Incorporated,EmblemHealth Medicare PPO,"EmblemHealth, Inc.",2,2,0,0,0,0,2,5,3,1,0,0,0,2,3,4,2,0,0,0,5,4,2,0,0,0,0,0,0,4,5,0,2,5,4,0,3,3,0,0,5,0,3,3,0,5,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3.5,2018 Fall,0,0,0,4,0,3,No,3,4,2,4,1,0,0,0,0,0
H5533,Local CCP,"Upmc Health Network, Inc.",UPMC Health Plan,UPMC Health System,3,3,0,0,0,4,4,2,2,5,0,0,0,3,4,4,5,0,4,4,4,1,4,4,5,4,4,3,4,5,5,4,4,5,5,5,3,4,4,0,5,0,4,4,5,5,0,5,5,4,3,2,4,4,0,0,0,0,0,5,0,3,0,0,4,2018 Fall,0,0,0,5,4,4,No,4,5,4,3,4,0,0,0,0,0
H5549,Local CCP,Vns Choice,VNSNY CHOICE Medicare,Visiting Nurse Service of New York,3,3,0,0,0,2,2,3,5,3,2,3,0,3,3,4,2,0,1,2,3,5,2,2,2,3,2,2,2,4,3,3,3,3,4,4,3,3,2,0,4,0,2.5,3,4,5,3,4,3,3,4,4,3,5,0,0,0,0,0,4,0,4,0,0,3.5,2018 Fall,0,3,3,3,4,3,Yes,3,3,2,3,2,0,0,0,0,0
H5576,Local CCP,"Vantage Health Plan, Inc.","Vantage Health Plan, Inc.","Vantage Holdings, Inc.",3,3,0,0,0,2,2,4,1,4,0,0,0,4,3,4,4,0,4,4,1,2,3,4,2,5,4,4,3,5,4,4,1,5,5,5,3,3,4,0,5,0,3.5,3.5,5,5,0,5,4,4,3,4,4,5,0,0,0,0,0,5,0,4,0,0,3.5,2018 Fall,0,4,0,4,4,3,Yes,2,2,2,4,4,0,0,0,0,0
H5577,Local CCP,"Mcs Advantage, Inc.",MCS Classicare,"Medical Card System, Inc.",5,4,0,0,0,1,4,3,5,5,5,5,0,4,5,5,5,0,4,3,3,4,2,2,1,3,4,5,2,5,3,3,4,5,5,5,4,4,3,0,5,0,4,4,5,5,3,5,3,3,4,5,4,5,0,0,0,0,0,4,0,5,0,0,4.5,2018 Fall,0,4,5,4,4,3,Yes,2,2,1,4,2,0,0,0,0,0
H5580,Local CCP,Southwest Catholic Health Network Corporation,Mercy Care Advantage,Southwest Catholic Health Network,2,3,0,0,0,3,3,4,2,4,4,4,0,1,4,4,4,0,3,2,5,5,3,3,2,4,3,5,2,5,4,5,4,4,4,4,3,3,3,0,4,0,3.5,3.5,4,5,0,5,4,5,4,4,4,5,0,0,0,0,0,5,0,4,0,0,3.5,2018 Fall,0,2,4,5,5,2,Yes,2,2,2,1,3,0,0,0,0,0
H5587,Local CCP,"Health Choice Arizona, Inc.",Health Choice Generations HMO SNP,IASIS Healthcare,2,1,0,0,0,1,3,4,4,5,3,4,0,0,3,3,3,0,3,2,4,3,0,1,1,3,1,4,1,5,4,4,3,5,3,5,3,3,2,0,4,0,3,3,5,5,0,5,4,4,5,4,2,5,0,0,0,0,0,5,0,3,0,0,3.5,2018 Fall,0,2,4,4,5,3,Yes,1,1,2,5,2,0,0,0,0,0
H5590,Local CCP,Bridgeway Health Solutions,Allwell,Centene Corporation,1,1,0,0,0,4,4,1,1,5,4,4,0,0,5,4,5,0,3,0,0,5,4,2,3,3,2,4,1,5,5,5,3,3,5,5,2,4,3,0,4,0,3.5,4,5,4,0,5,5,5,3,4,0,5,0,0,0,0,0,5,0,0,0,0,4.5,2018 Fall,0,5,5,5,5,4,Yes,4,4,5,1,3,0,0,0,0,0
H5591,Local CCP,"Martin's Point Generations Advantage, Inc.",Martin's Point Generations Advantage,"Martin's Point Health Care, Inc.",4,4,0,0,0,4,4,4,4,5,5,4,0,1,5,3,5,0,4,4,4,2,3,5,5,5,5,5,5,5,5,5,3,4,4,5,4,4,5,0,4,0,4.5,4.5,5,5,4,5,5,5,4,4,5,5,0,0,0,0,0,5,0,5,0,0,5,2018 Fall,0,1,5,5,5,4,Yes,5,5,4,3,3,0,0,0,0,0
H5594,Local CCP,"Optimum Healthcare, Inc.","Optimum HealthCare, Inc.","America's 1st Choice Holdings of Florida, LLC",4,5,0,0,0,2,5,4,4,5,5,5,0,5,5,5,5,0,4,4,2,2,4,4,4,2,4,5,3,5,5,4,4,5,5,5,4,4,4,0,5,0,4.5,5,5,5,0,5,5,4,5,5,4,5,0,0,0,0,0,5,0,5,0,0,5,2018 Fall,0,4,5,5,5,5,Yes,4,5,4,5,4,0,0,0,0,0
H5608,Local CCP,"Denver Health Medical Plan, Inc.","Denver Health Medical Plan, Inc.",Denver Health and Hospital Authority,3,2,0,0,0,5,5,5,4,5,4,1,0,0,3,2,4,0,4,5,4,2,2,1,2,3,2,2,5,5,5,5,3,0,0,4,4,3,3,0,0,0,3.5,3.5,3,5,0,5,5,5,3,3,4,5,0,0,0,0,0,4,0,4,0,0,3.5,2018 Fall,0,2,4,5,5,3,Yes,2,3,2,4,5,0,0,0,0,0
H5619,Local CCP,"Arcadian Health Plan, Inc.","Arcadian Health Plan, Inc.",Humana Inc.,3,4,0,0,0,0,4,4,3,4,4,5,0,2,4,5,5,0,4,3,2,2,3,0,0,0,0,0,0,4,3,4,2,1,4,4,4,4,0,0,3,0,3.5,4,5,5,5,4,3,4,1,0,0,5,0,0,0,0,0,5,0,0,0,0,3.5,2018 Fall,0,4,5,3,3,4,Yes,3,4,3,4,3,0,0,0,0,0
H5628,Local CCP,"Molina Healthcare Of Utah, Inc.",Molina Healthcare of Utah,"Molina Healthcare, Inc.,",2,4,0,0,0,3,4,3,4,5,5,4,0,4,4,3,3,0,3,4,5,4,3,3,3,2,4,3,3,4,5,5,3,4,2,5,4,4,3,0,4,0,3.5,3.5,5,5,0,4,5,5,3,4,3,5,0,0,0,0,0,5,0,4,0,0,3.5,2018 Fall,0,3,5,4,4,3,Yes,2,2,3,3,3,0,0,0,0,0
H5649,Local CCP,"Central Health Plan Of California, Inc.",Central Health Medicare Plan,AHMC Central Health LLC,3,4,0,0,0,5,5,4,5,5,4,4,0,5,4,4,5,0,4,2,1,2,2,1,1,0,1,1,1,5,2,3,3,4,4,5,4,3,1,0,4,0,3.5,3.5,5,5,0,5,2,3,4,2,0,5,0,0,0,0,0,5,0,0,0,0,3.5,2018 Fall,0,4,5,3,4,3,Yes,3,3,2,1,2,0,0,0,0,0
H5652,Local CCP,"Sierra Health And Life Insurance Company, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,0,0,0,5,4,4,5,4,5,5,0,2,5,1,4,0,4,3,5,4,4,4,5,5,5,5,3,3,2,5,2,0,0,5,4,4,5,0,0,0,4,4.5,5,5,0,3,2,5,3,4,4,4,0,0,0,0,0,5,0,4,0,0,4,2018 Fall,0,4,5,3,3,5,Yes,4,5,5,5,5,0,0,0,0,0
H5656,Local CCP,"Selectcare Health Plans, Inc.","Universal American, A WellCare Company","WellCare Health Plans, Inc.",2,3,0,0,0,3,2,3,3,4,0,0,0,0,2,4,4,0,3,3,2,2,4,1,1,2,1,2,2,5,5,2,3,5,5,5,3,3,2,0,5,0,3,3,5,5,0,5,5,2,3,4,3,5,0,0,0,0,0,5,0,4,0,0,3,2018 Fall,0,0,0,4,4,3,No,2,2,2,3,3,0,0,0,0,0
H5703,Local CCP,South Country Health Alliance,South Country Health Alliance,South Country Health Alliance,3,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,2018 Fall,0,3,0,0,0,5,Yes,5,5,5,4,2,0,0,0,0,0
H5746,Local CCP,"Amerigroup Community Care Of New Mexico, Inc.",Amerigroup Community Care of New Mexico,Anthem Inc.,2,1,0,0,0,4,2,4,2,4,0,0,0,0,3,3,3,0,2,0,3,4,5,2,3,2,3,3,3,4,4,3,2,0,0,5,3,3,3,0,0,0,3,3,5,5,0,4,4,3,3,3,3,4,0,0,0,0,0,5,0,3,0,0,3,2018 Fall,0,0,0,3,4,2,No,1,1,2,4,4,0,0,0,0,0
H5774,Local CCP,"Triple S Advantage, Inc.",Triple S Advantage,Triple-S Management Corporation,4,5,0,0,0,1,2,3,4,5,5,5,0,2,5,5,4,0,2,3,4,4,3,3,1,3,5,5,3,5,4,2,5,4,5,4,3,4,3,0,4,0,3.5,4,4,5,5,5,4,2,4,5,4,5,0,0,0,0,0,5,0,5,0,0,4.5,2018 Fall,0,4,5,4,4,3,Yes,2,2,1,5,2,0,0,0,0,0
H5779,Local CCP,"Meridian Health Plan Of Illinois, Inc.",MeridianCare,"Caidan Enterprises, Inc.",0,1,0,0,0,0,0,0,1,4,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3.5,2018 Fall,0,0,0,0,0,3,No,3,4,3,3,2,0,0,0,0,0
H5793,Local CCP,Aetna Health Inc. (ct),Aetna Medicare,Aetna Inc.,4,4,0,0,0,3,2,4,3,5,0,0,0,4,4,3,5,0,4,4,4,1,4,4,5,3,4,2,3,5,5,3,4,4,4,5,4,4,4,0,4,0,4,4,5,5,0,5,5,3,5,1,1,5,0,0,0,0,0,5,0,1,0,0,4,2018 Fall,0,0,0,4,5,4,No,3,5,3,2,5,0,0,0,0,0
H5810,Local CCP,Molina Healthcare Of California,Molina Healthcare of California,"Molina Healthcare, Inc.,",3,3,0,0,0,2,0,0,4,5,4,4,0,0,4,4,3,0,2,2,0,5,4,1,1,1,1,2,1,5,5,4,5,4,3,5,3,3,1,0,4,0,3.5,3,5,5,0,5,5,4,3,2,2,5,0,0,0,0,0,5,0,2,0,0,3,2018 Fall,0,2,4,5,4,2,Yes,1,1,2,3,2,0,0,0,0,0
H5817,Local CCP,"Amerigroup Texas, Inc.",Amerigroup,Anthem Inc.,3,3,0,0,0,4,5,4,5,4,3,4,0,3,4,4,4,0,2,3,3,5,3,1,1,3,2,2,2,4,4,3,4,4,5,5,4,3,2,0,5,0,3.5,3.5,5,5,4,4,4,3,3,4,1,4,0,0,0,0,0,5,0,3,0,0,3,2018 Fall,0,2,4,4,4,3,Yes,2,2,2,5,2,0,0,0,0,0
H5823,Local CCP,"Molina Healthcare Of Washington, Inc.","Molina Healthcare of Washington, Inc.","Molina Healthcare, Inc.,",2,3,0,0,0,2,1,3,5,4,4,3,0,3,3,4,4,0,3,4,0,5,4,1,2,2,1,1,3,5,5,4,4,4,2,5,3,3,2,0,4,0,3,3,5,5,0,5,5,4,2,2,1,5,0,0,0,0,0,5,0,2,0,0,3,2018 Fall,0,1,4,5,4,3,Yes,3,2,3,2,3,0,0,0,0,0
H5826,Local CCP,Community Health Plan Of Washington,Community HealthFirst Medicare Advantage Plan,Community Health Plan of Washington,3,3,0,0,0,3,1,3,5,4,4,2,0,1,4,4,4,0,4,4,2,4,2,1,3,2,1,2,2,4,4,5,5,4,2,4,3,3,2,0,3,0,3,3.5,4,5,0,4,4,5,5,2,4,4,0,0,0,0,0,5,0,3,0,0,4,2018 Fall,0,1,4,5,5,3,Yes,2,3,3,4,4,0,0,0,0,0
H5852,Local CCP,Aids Healthcare Foundation,AHF,AIDS Healthcare Foundation,0,4,0,0,0,4,5,3,0,5,5,5,0,0,2,0,5,0,3,0,0,0,0,1,2,1,1,3,1,0,5,0,2,0,0,4,4,4,2,0,0,0,3,4,4,0,0,0,5,0,3,5,4,5,0,0,0,0,0,0,0,5,0,0,4.5,2018 Fall,0,3,5,0,0,5,Yes,5,5,4,4,3,0,0,0,0,0
H5854,Local CCP,"Anthem Health Plans, Inc.",Anthem Blue Cross and Blue Shield,Anthem Inc.,3,3,0,0,0,3,5,4,4,4,4,4,0,0,4,4,3,0,2,4,2,3,4,3,3,3,2,4,3,5,5,5,3,2,4,5,4,3,3,0,4,0,3.5,3.5,5,5,0,5,5,5,3,2,2,5,0,0,0,0,0,5,0,2,0,0,4,2018 Fall,0,3,4,5,5,4,Yes,3,4,3,5,3,0,0,0,0,0
H5859,Local CCP,"Health Plan Of Careoregon, Inc.",CareOregon Advantage,"CareOregon, Inc.",2,3,0,0,0,3,4,2,2,5,4,4,0,2,4,2,4,0,3,3,2,3,4,2,3,1,2,4,2,5,5,5,2,5,5,5,3,3,2,0,5,0,3.5,3.5,5,5,0,5,5,5,4,4,2,5,0,0,0,0,0,5,0,3,0,0,4.5,2018 Fall,0,2,4,4,5,4,Yes,4,3,4,4,5,0,0,0,0,0
H5883,Local CCP,Blue Care Network Of Michigan,Blue Care Network,Blue Cross Blue Shield of Michigan Mutual Insuranc,4,5,0,0,0,3,2,4,2,5,0,0,0,4,5,4,5,0,4,3,4,2,4,4,3,2,2,2,3,5,5,5,2,5,5,5,4,4,3,0,5,0,3.5,4,5,5,5,5,5,5,3,2,4,5,0,0,0,0,0,5,0,3,0,0,4.5,2018 Fall,0,0,0,4,5,4,No,4,5,4,4,4,0,0,0,0,0
H5926,Local CCP,"Molina Healthcare Of Michigan, Inc.",Molina Healthcare of Michigan,"Molina Healthcare, Inc.,",3,4,0,0,0,1,2,3,2,5,4,3,0,0,4,3,4,0,2,2,0,3,3,3,3,4,2,2,3,5,5,4,3,5,3,5,3,3,3,0,4,0,3,3,5,5,0,5,5,4,2,4,4,5,0,0,0,0,0,5,0,4,0,0,3.5,2018 Fall,0,2,4,4,4,3,Yes,2,2,2,3,2,0,0,0,0,0
H5928,Local CCP,Care1st Health Plan,Care1st Health Plan,California Physicians' Service,3,4,0,0,0,4,2,4,4,4,3,2,0,2,4,5,5,0,3,3,2,4,3,1,1,1,2,4,1,5,4,3,4,4,4,4,4,3,2,0,4,0,3.5,3.5,4,5,4,5,4,3,4,4,1,5,0,0,0,0,0,4,0,3,0,0,4,2018 Fall,0,2,4,4,4,4,Yes,4,4,3,3,3,0,0,0,0,0
H5932,Local CCP,"Gateway Health Plan, Inc.",Gateway Health Medicare Assured,"Gateway Health Plan, LP",2,2,0,0,0,2,1,5,3,4,3,3,0,2,4,3,3,0,2,3,3,4,2,4,4,4,4,5,5,5,4,5,4,5,5,4,3,3,4,0,5,0,3.5,3.5,4,5,4,5,4,5,2,5,4,4,0,0,0,0,0,4,0,5,0,0,3.5,2018 Fall,0,1,4,5,4,3,Yes,2,2,3,3,3,0,0,0,0,0
H5938,Local CCP,Capital Health Plan,Capital Health Plan,Guidewell Mutual Holding Corporation,4,5,0,0,0,3,4,4,5,5,0,0,0,3,5,4,5,0,4,5,4,2,4,4,3,5,5,5,3,5,5,5,3,5,5,5,4,4,4,0,5,0,4.5,4.5,4,5,4,5,5,5,4,5,3,4,0,0,0,0,0,4,0,4,0,0,4,2018 Fall,0,0,0,5,5,3,No,2,4,3,2,5,0,0,0,0,0
H5943,Local CCP,Scan Health Plan,VillageHealth,SCAN Health Plan,1,2,0,0,0,5,0,0,4,5,5,5,0,0,4,5,4,0,0,0,0,0,3,2,2,0,0,4,0,5,4,5,3,5,2,5,3,4,0,0,4,0,3.5,4,5,5,0,5,4,5,3,4,0,4,0,0,0,0,0,5,0,0,0,0,3.5,2018 Fall,0,4,5,4,4,3,Yes,0,0,2,2,2,0,0,0,0,0
H5969,Local CCP,Alohacare,AlohaCare,AlohaCare,3,1,0,0,0,1,5,4,5,4,3,2,0,0,4,0,3,0,2,0,0,3,0,1,1,1,2,4,3,0,5,4,0,0,0,5,3,3,2,0,0,0,3,3,5,0,0,0,5,4,0,2,1,5,0,0,0,0,0,0,0,2,0,0,3,2018 Fall,0,4,4,0,0,3,Yes,2,2,3,4,4,0,0,0,0,0
H5970,Local CCP,Humana Insurance Company Of New York,Humana Insurance Company of New York,Humana Inc.,3,4,0,0,0,5,4,2,2,4,0,0,0,2,4,3,5,0,4,4,5,1,3,4,5,4,4,4,4,4,3,5,5,0,0,4,3,4,4,0,0,0,4,4.5,5,5,0,4,3,5,5,4,4,5,0,0,0,0,0,5,0,4,0,0,5,2018 Fall,0,0,0,4,4,4,No,4,5,4,4,4,0,0,0,0,0
H5989,Local CCP,"Centerlight Healthcare, Inc.",CenterLight Healthcare,"CenterLight Health System, Inc.",1,2,0,0,0,0,0,0,0,5,5,5,0,0,5,3,5,0,0,0,0,0,4,0,0,0,0,0,0,4,5,4,3,4,1,1,0,4,0,0,2,0,3.5,4,2,5,0,4,5,4,2,0,0,5,0,0,0,0,0,4,0,0,0,0,4,2018 Fall,0,5,5,4,4,5,Yes,5,5,5,4,1,0,0,0,0,0
H5991,Local CCP,"Affinity Health Plan, Inc.",Affinity Health Plan,"Affinity Health Services Holdings, Inc.",3,2,0,0,0,1,2,3,4,2,2,2,0,0,2,2,2,0,1,1,0,4,3,2,1,1,2,3,1,4,4,3,4,4,2,4,2,2,2,0,3,0,2.5,2.5,4,5,0,4,4,3,3,3,1,5,0,0,0,0,0,5,0,2,0,0,3,2018 Fall,0,1,3,4,4,3,Yes,2,2,2,3,2,0,0,0,0,0
H5992,Local CCP,"Senior Whole Health Of New York, Inc.",Senior Whole Health of New York,"SWH Holdings, Inc.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2018 Fall,0,1,1,0,0,3,Yes,0,2,2,0,0,0,0,0,0,0
H5995,Local CCP,Atrio Health Plans,ATRIO Health Plans,ATRIO Health Plans,2,2,0,0,0,3,4,4,3,3,2,4,0,0,3,3,1,0,1,5,5,4,3,2,4,3,2,4,3,5,5,5,3,2,3,5,3,3,3,0,3,0,3,3,4,3,0,5,5,5,3,4,4,5,0,0,0,0,0,4,0,4,0,0,3.5,2018 Fall,0,1,3,5,5,4,Yes,3,2,4,4,2,0,0,0,0,0
H6050,1876 Cost,"Kaiser Foundation Hp, Inc.",Kaiser Permanente Medicare Cost,"Kaiser Foundation Health Plan, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,2018 Fall,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0
H6052,1876 Cost,"Kaiser Foundation Hp, Inc.",Kaiser Permanente Medicare Cost,"Kaiser Foundation Health Plan, Inc.",0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,4,0,5,5,0,5,5,4,3,5,0,0,0,0,0,0,0,5,0,0,0,0,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,2018 Fall,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0
H6306,Local CCP,Firstcarolinacare Insurance Company,FirstMedicare Direct,"FirstHealth of the Carolinas, Inc.",4,4,0,0,0,5,4,4,3,4,0,0,0,1,3,3,5,0,3,5,3,1,2,4,3,4,4,3,5,3,5,5,1,5,3,5,4,3,4,0,4,0,3.5,3.5,4,5,0,3,5,5,3,4,5,5,0,0,0,0,0,5,0,5,0,0,3.5,2018 Fall,0,0,0,4,4,3,No,2,3,2,1,5,0,0,0,0,0
H6328,Local CCP,"Care N' Care Insurance Company, Inc.",Care NÆ Care Insurance Company,North Texas Specialty Physicians,2,3,0,0,0,4,3,5,4,5,0,0,0,1,3,4,5,0,4,3,4,1,3,4,4,4,4,4,4,4,5,4,1,4,3,5,4,3,4,0,4,0,3.5,3.5,5,4,4,4,5,4,3,2,4,5,0,0,0,0,0,4,0,3,0,0,3.5,2018 Fall,0,0,0,4,4,4,No,3,3,3,5,3,0,0,0,0,0
H6528,Local CCP,Care Improvement Plus South Central Insurance Co.,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,0,0,0,2,3,2,1,4,0,0,0,3,3,4,3,0,1,3,3,1,3,4,2,3,4,2,3,4,2,5,5,4,4,5,3,3,3,0,4,0,3,3,5,5,0,4,2,5,4,2,2,5,0,0,0,0,0,5,0,2,0,0,3.5,2018 Fall,0,0,0,4,4,3,No,2,3,3,3,2,0,0,0,0,0
