,Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,SNP,Part D Summary,Year,2014 Part D Summary Rating,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Assessment,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,HD4: Member Complaints and Changes in the Health Plan's Performance,HD5: Health Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,Part C Summary,Overall,C Breast Cancer Screening,C Beneficiary Access and Performance Problems,C Call Center – Foreign Language Interpreter and TTY Availability,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
1098,H4456,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealth Group, Inc.",3,5,4,3,1,3,5,4,5,4,3,2,4,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1099,H4461,Local CCP,"Cariten Health Plan, Inc.",CARITEN HEALTH PLAN INC.,Humana Inc.,5,3,5,3,5,5,5,4,4,4,5,2,5,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1100,H4465,Demo,"Independence Care System, Inc.","INDEPENDENCE CARE SYSTEM, INC.",Paraprofessional Healthcare Institute,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1101,H4506,Local CCP,Universal American Corp.,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,3,4,Not enough data available,3,1,5,5,5,4,4,4,5,4,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1103,H4513,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,1,4,Not enough data available,3,4,5,5,5,5,4,3,5,2,3,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1104,H4514,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC","UnitedHealth Group, Inc.",2,5,Not enough data available,1,1,3,5,4,4,4,3,5,2,2,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1105,H4520,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,5,2,Not enough data available,1,5,2,3,3,2,4,5,4,3,3,3,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1106,H4522,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2,4,Not enough data available,4,1,5,5,4,2,4,3,5,2,3,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1107,H4523,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (TX)",Aetna Inc.,5,2,Not enough data available,1,1,4,2,2,2,4,4,5,1,2,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1108,H4524,Local CCP,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,Aetna Inc.,5,4,Not enough data available,3,1,5,3,4,2,4,3,4,3,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1109,H4525,Local CCP,FirstCare Advantage,"SHA, L.L.C",Covenant Health - Hendrick Medical Center,2,2,No data available,5,4,5,3,4,4,4,3,5,2,2,3,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1110,H4527,Local CCP,PHYSICIANS HEALTH CHOICE,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,"UnitedHealth Group, Inc.",3,2,No data available,2,1,3,4,4,3,4,3,5,2,3,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1111,H4528,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,1,5,Not enough data available,1,4,1,4,4,2,4,4,5,1,2,1,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1112,H4564,1876 Cost,Scott and White Health Plan SeniorCare,SCOTT AND WHITE HEALTH PLAN,Scott and White Healthcare,Plan not required to report measure,5,2,5,4,5,3,5,5,4,2,4,5,5,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1113,H4590,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.","UnitedHealth Group, Inc.",2,5,4,3,1,5,5,4,4,4,3,5,3,3,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1114,H4604,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF UTAH, INC.","UnitedHealth Group, Inc.",3,5,4,3,1,4,4,4,5,4,3,5,4,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1115,H4605,Local CCP,Regence BlueCross BlueShield of Utah,REGENCE BLUECROSS BLUESHIELD OF UTAH,"Cambia Health Solutions, Inc.",3,1,5,5,4,5,4,2,4,4,2,4,5,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1116,H4606,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,5,1,No data available,1,5,1,3,2,2,4,5,5,5,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1117,H4712,Demo,Idaho Care Plus,"BLUE CROSS OF IDAHO CARE PLUS, INC.","Blue Cross of Idaho Health Services, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1118,H4738,Local CCP,"America's 1st Choice Health Plans, Inc.","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Holdings of S.C., LLC",3,Not enough data available,No data available,Not enough data available,5,Not enough data available,Not enough data available,No data available,No data available,3,3,1,1,1,1,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1119,H4740,Demo,ArchCare Community Advantage,"CATHOLIC MANAGED LONG TERM CARE, INC.",Catholic Health Care System,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1120,H4754,Local CCP,PacificSource Medicare,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Health Plans,3,1,Not enough data available,3,4,5,Not enough data available,4,4,4,4,2,4,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1121,H4837,Local CCP,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealth Group, Inc.",5,1,Not enough data available,1,1,4,3,4,4,4,2,5,1,1,1,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1122,H4866,Local CCP,Access Medicare,CUATRO LLC,Cuatro LLC.,1,5,No data available,2,4,1,5,4,No data available,4,3,5,2,1,1,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1123,H4871,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,1,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1124,H4875,Local CCP,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,1,5,No data available,3,4,3,5,4,5,4,5,2,5,5,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1125,H4876,Local CCP,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1126,H4909,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.","WellPoint, Inc.",5,3,No data available,2,3,No data available,5,4,3,3,3,4,4,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1127,H4910,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,5,Not enough data available,No data available,3,1,Not enough data available,Not enough data available,No data available,No data available,4,5,5,2,4,3,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1128,H4956,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,5,5,No data available,3,5,1,4,5,3,4,5,3,3,3,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1129,H5005,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealth Group, Inc.",3,5,1,3,1,5,4,2,4,4,3,4,5,5,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1130,H5008,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2,5,No data available,2,1,5,3,4,4,4,1,1,5,5,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1131,H5009,Local CCP,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",3,1,Not enough data available,4,5,5,3,1,4,4,3,4,5,5,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1132,H5010,Local CCP,Asuris Northwest Health,ASURIS NORTHWEST HEALTH,"Cambia Health Solutions, Inc.",3,1,No data available,5,5,4,3,1,4,4,2,4,5,4,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1133,H5041,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,5,4,Not enough data available,3,5,3,4,4,3,3,5,5,5,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1134,H5042,Local CCP,CDPHP Medicare Choices,"CDPHP UNIVERSAL BENEFITS, INC.","Capital District Physicians' Health Plan, Inc.",5,5,No data available,3,5,5,4,4,4,4,5,3,5,5,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1135,H5048,Local CCP,"Coventry Health Care of Texas, Inc.","COVENTRY HEALTH CARE OF TEXAS, INC.",Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1136,H5050,Local CCP,Group Health Cooperative,GROUP HEALTH COOPERATIVE,Group Health Cooperative,2,2,Not enough data available,5,4,5,3,5,5,4,4,5,5,5,5,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1137,H5087,Local CCP,Easy Choice Health Plan,EASY CHOICE HEALTH PLAN INC.,"WellCare Health Plans, Inc.",1,1,4,2,2,2,4,4,No data available,4,1,5,2,3,2,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1138,H5106,Local CCP,Highmark Health Insurance Company,HM HEALTH INSURANCE COMPANY,Highmark,3,3,4,3,4,3,3,2,5,4,2,2,5,4,4,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1139,H5141,Local CCP,CarePoint Health Plans,CAREPOINT INSURANCE COMPANY,IJKG Opco LLC,3,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Spring,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
