2020 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H5377,Local CCP,"Humana Medical Plan Of Pennsylvania, Inc.",Humana,Humana Inc.,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,5,5,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5386,Local CCP,Sharp Health Plan,Sharp Health Plan,Sharp Healthcare,5,5,4,Not enough data available,Not enough data available,4,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,5,5,5,Not enough data available,1,4,3,4,5,4,4,4,5,5,5,5,5,3,4,4,5,5,5,Not enough data available,5,5,3,5,4,5,4,4,3,4,4
H5398,Local CCP,Centene Venture Company Kansas,Ascension Complete,Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5410,Local CCP,Healthspring Of Florida,"HealthSpring of Florida, Inc.",CIGNA,5,5,5,4,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,2,5,4,2,5,5,5,5,5,5,5,5
H5420,Local CCP,"Medica Healthcare Plans, Inc.",UnitedHealthcare,"UnitedHealth Group, Inc.",5,5,1,5,3,5,5,1,5,5,5,5,5,5,5,3,4,3,4,3,4,3,2,4,5,5,4,5,4,4,5,5,5,5,5,5,5,4,5,4,3,5,5,5,3,5,5
H5422,Local CCP,Blue Cross Blue Shield Healthcare Plan Of Georgia,Anthem Blue Cross and Blue Shield,Anthem Inc.,3,3,2,4,5,4,3,3,3,3,4,Not enough data available,3,4,4,3,1,2,1,4,3,3,3,4,3,2,4,4,3,4,3,5,5,5,5,Not enough data available,4,3,3,3,4,4,2,1,2,3,2
H5425,Local CCP,Scan Health Plan,SCAN Health Plan,SCAN Health Plan,4,5,3,5,5,4,5,4,5,5,5,4,5,5,5,3,3,4,4,4,2,3,2,4,3,5,2,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4,4,3,2,4
H5427,Local CCP,"Freedom Health, Inc.","Freedom Health, Inc.",Anthem Inc.,5,5,2,5,3,4,5,5,5,5,5,5,5,5,5,5,4,3,4,3,2,3,4,3,3,4,2,5,4,4,5,5,5,5,5,Not enough data available,5,4,4,5,5,4,5,4,4,4,5
H5430,Local CCP,Onecare By Care1st Health Plan Arizona Inc.,WellCare,"WellCare Health Plans, Inc.",3,2,1,5,5,3,4,3,4,3,4,Not enough data available,4,4,3,Not enough data available,4,3,4,2,2,3,3,2,2,3,3,5,4,1,Not enough data available,Not enough data available,4,3,4,Not enough data available,5,4,3,4,3,5,2,2,2,3,3
H5431,Local CCP,"Healthsun Health Plans, Inc.","HealthSun Health Plans, Inc.",Anthem Inc.,5,5,1,5,3,5,5,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,5,5,5,5,Not enough data available,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Not enough data available,5,4,5,5,Not enough data available,4,5,5,5,2,5
H5433,Local CCP,Orange County Health Authority,OneCare,Orange County Health Authority,3,3,3,Not enough data available,Not enough data available,4,4,2,4,3,4,Not enough data available,4,4,4,Not enough data available,Not enough data available,Not enough data available,2,3,2,4,4,2,3,3,2,5,2,3,4,4,5,5,5,Not enough data available,5,2,3,4,4,5,5,3,4,2,3
H5434,Local CCP,"Blue Cross And Blue Shield Of Florida, Inc.",Florida Blue,Guidewell Mutual Holding Corporation,4,5,3,5,5,4,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4,5,4,4,4,3,4,3,2,2,4,4,3,4,3,3,5,4,3,3,4,5,5,5,2,5,4,1,1,1,5,5,4,4,2,2
H5435,PFFS,Unitedhealthcare Insurance Company,UnitedHealthcare,"UnitedHealth Group, Inc.",2,3,3,5,5,1,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,1,2,4,4,4,1,2,2,2,2,4,2,3,2,1,4,5,4,4,5,5,5,5,5,Not enough data available,5,4,3,1,2,5,4,4,4,3,2
H5439,Local CCP,Health Net Life Insurance Company,Health Net Life Insurance Company,Centene Corporation,3,4,2,3,5,2,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3,5,3,5,2,2,4,2,3,2,3,4,1,2,1,3,5,4,Not enough data available,5,3,4,5,2,3,5,4,Not enough data available,1,3,5,4,4,4,5,2
H5454,Local CCP,"Clear Spring Health Of Illinois, Inc.",Clear Spring Health,Delaware Life Insurance Company,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,3,3,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5471,Local CCP,"Simply Healthcare Plans, Inc.","Simply Healthcare Plans, Inc.",Anthem Inc.,5,4,1,4,3,5,5,5,5,5,5,5,5,5,4,5,4,Not enough data available,4,3,2,3,3,3,5,5,4,5,3,5,5,5,5,5,5,4,5,3,5,5,4,3,4,3,2,3,5
H5475,Local CCP,"Meridian Health Plan Of Michigan, Inc.",WellCare,"WellCare Health Plans, Inc.",3,3,1,4,3,2,4,1,4,3,4,Not enough data available,4,5,3,2,3,3,2,2,3,3,3,4,1,2,3,5,4,2,5,4,4,5,5,Not enough data available,5,4,1,3,3,5,2,1,2,2,3
H5496,Local CCP,"Imperial Health Plan Of California, Inc.","Imperial Health Plan of California, Inc.",Imperial Health Plan of California,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,1,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,2,2,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,5,2,3,2,Not enough data available,5
