,Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP,Part C Summary,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,Part D Summary,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Year,Overall
5694,H2879 ,Local CCP ,"MOLINA HEALTHCARE OF WISCONSIN, INC. ",Molina Healthcare of Wisconsin and Massachusetts ,"Molina Healthcare, Inc., ",2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,3.5,5.0,0.0,0.0,5.0,0.0,3.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,2022,3.5
5695,H2915 ,Local CCP ,"PENNSYLVANIA HEALTH & WELLNESS, INC. ",Wellcare by Allwell ,Centene Corporation ,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,2.0,4.0,0.0,1.0,4.0,3.0,0.0,3.0,0.0,5.0,5.0,5.0,2.0,3.0,3.0,0.0,5.0,1.0,3.0,5.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,3.5,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,2022,3.5
5696,H2926 ,Local CCP ,PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE ,PrimeWest Health ,PrimeWest Rural MN Health Care Access Initiative ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2022,False
5697,H2944 ,PFFS ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,3.0,2.0,2.0,0.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,0.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,2022,4
5698,H2960 ,Local CCP ,"HOMETOWN HEALTH PLAN, INC. ",Senior Care Plus ,Renown Health ,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,4.0,3.0,2.0,0.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,4.0,1.0,4.5,5.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,2022,4
5699,H2962 ,Local CCP ,"ULTIMATE HEALTH PLANS, INC. ",Ultimate Health Plans ,"Ultimate Healthcare Holdings, LLC ",5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,1.0,2.0,0.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,4.5,1.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,2022,4
5700,H2986 ,Local CCP ,STANFORD HEALTHCARE ADVANTAGE ,Essence Healthcare ,Essence Group Holdings Corporation ,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,5.0,4.0,2.0,0.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,5.0,0.0,4.5,5.0,0.0,0.0,4.0,0.0,5.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.5,0.0,0.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,2022,4.5
5703,H3071 ,Local CCP ,"COMMUNITY CARE ALLIANCE OF ILLINOIS, INC. ",Clear Spring Health ,Group 1001 ,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,3.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,3.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,0.0,0.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,2022,3
5704,H3113 ,Local CCP ,"OXFORD HEALTH PLANS (NJ), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,5.0,4.0,4.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,0.0,5.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.5,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,2022,4.5
5705,H3132 ,Local CCP ,"AHF MCO OF FLORIDA, INC. ",AHF ,AIDS Healthcare Foundation ,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,0.0,5.0,4.0,0.0,0.0,3.0,5.0,4.0,4.0,0.0,0.0,1.0,4.5,3.0,0.0,0.0,5.0,0.0,5.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.5,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,2022,4.5
5707,H3152 ,Local CCP ,AETNA HEALTH INC. (NJ) ,Aetna Medicare ,CVS Health Corporation ,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,0.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,4.0,5.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,2022,4
5708,H3154 ,Local CCP ,HORIZON INSURANCE COMPANY ,Horizon Blue Cross Blue Shield of New Jersey ,"Horizon Healthcare Services, Inc. ",3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,5.0,2.0,3.0,0.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,0.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,0.0,5.0,0.0,3.5,5.0,0.0,0.0,5.0,0.0,4.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,2022,3.5
5709,H3170 ,Local CCP ,"SAPPHIRE EDGE, INC. ",Blue Cross and Blue Shield of Nebraska ,Blue Cross Blue Shield of Nebraska ,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,0.0,4.0,5.0,0.0,0.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,4.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.5,0.0,0.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,2022,4.5
5712,H3204 ,Local CCP ,PRESBYTERIAN HEALTH PLAN ,Presbyterian Health Plan ,Presbyterian Healthcare Services ,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,4.0,5.0,5.0,0.0,0.0,5.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,2.0,3.0,5.0,0.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,0.0,5.0,1.0,4.0,4.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.5,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,2022,3.5
5713,H3206 ,Local CCP ,"PRESBYTERIAN INSURANCE COMPANY, INC. ","Presbyterian Insurance Company, Inc. ",Presbyterian Healthcare Services ,3.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,0.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,0.0,5.0,0.0,3.5,4.0,0.0,0.0,5.0,0.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.5,0.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2022,3.5
5715,H3219 ,Local CCP ,ALLINA HEALTH AND AETNA INSURANCE COMPANY ,Allina Health Aetna Medicare ,Allina Health and Aetna Insurance Holding Company ,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,5.0,2.0,1.0,0.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,5.0,0.0,4.5,5.0,0.0,0.0,5.0,0.0,5.0,4.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,2022,4.5
5717,H3239 ,Local CCP ,"AETNA BETTER HEALTH, INC. (LA) ",Aetna Medicare ,CVS Health Corporation ,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,1.0,3.5,5.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,2022,3.5
5718,H3240 ,Local CCP ,"AMERIGROUP NEW JERSEY, INC. ",Amerigroup Community Care ,Anthem Inc. ,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,2.0,3.0,5.0,0.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,0.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,5.0,1.0,3.5,5.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,2022,3.5
5719,H3251 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,Blue Cross and Blue Shield of New Mexico ,Health Care Service Corporation ,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,4.0,3.0,4.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,0.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,5.0,0.0,4.0,5.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,2022,3.5
5721,H3259 ,Local CCP ,VOLUNTEER STATE HEALTH PLAN ,BlueCare Plus Tennessee ,BlueCross BlueShield of Tennessee ,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,2.0,2.0,3.0,0.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,0.0,5.0,1.0,4.5,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.5,3.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,2022,4
5723,H3276 ,Local CCP ,"CONNECTICARE INSURANCE COMPANY, INC. ",ConnectiCare ,"EmblemHealth, Inc. ",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.5,3.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,0.0,4.0,0.0,0.0,0.0,2022,3
5726,H3291 ,Local CCP ,"PRUITTHEALTH PREMIER, INC. ",PruittHealth Premier ,"UNICO Premier, LLC ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2022,False
5727,H3293 ,Local CCP ,"MMM OF FLORIDA, INC. ","MMM of Florida, Inc. ","Summit Master Company, LLC ",0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,5.0,2.0,5.0,2.0,3.0,0.0,0.0,4.0,1.0,3.5,5.0,0.0,0.0,4.0,0.0,2.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.5,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,0.0,0.0,0.0,2022,3.5
5728,H3305 ,Local CCP ,"MVP HEALTH PLAN, INC. ",MVP HEALTH CARE ,"MVP Health Care, Inc. ",5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,0.0,0.0,4.0,3.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,0.0,4.0,1.0,4.5,3.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,4.5,0.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,2022,4.5
5729,H3307 ,Local CCP ,"OXFORD HEALTH PLANS (NY), INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,4.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,0.0,5.0,0.0,3.5,5.0,0.0,0.0,5.0,0.0,4.0,5.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,2022,3.5
5730,H3312 ,Local CCP ,AETNA HEALTH INC. (NY) ,Aetna Medicare ,CVS Health Corporation ,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,0.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,5.0,1.0,3.5,5.0,0.0,0.0,5.0,0.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.5,0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,2022,3.5
5731,H3330 ,Local CCP ,HEALTH INSURANCE PLAN OF GREATER NEW YORK ,EmblemHealth Medicare HMO ,"EmblemHealth, Inc. ",5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,5.0,5.0,4.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,0.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,0.0,4.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0,4.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,2022,3
5732,H3335 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,0.0,0.0,5.0,3.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,0.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,0.0,5.0,0.0,4.5,5.0,0.0,0.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.5,0.0,0.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,2022,4.5
5733,H3342 ,Local CCP ,"EMPIRE HEALTHCHOICE ASSURANCE, INC. ",Empire BlueCross BlueShield ,Anthem Inc. ,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,2022,False
5734,H3344 ,Local CCP ,INDEPENDENT HEALTH BENEFITS CORPORATION ,Independent Health ,"Independent Health Association, Inc. ",5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,3.0,5.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,2022,5
5735,H3347 ,Local CCP ,"ELDERPLAN, INC. ",Elderplan ,"Elderplan, Inc. ",3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,3.0,3.0,5.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,5.0,0.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,0.0,5.0,1.0,3.5,5.0,0.0,0.0,5.0,0.0,3.0,5.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.5,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,2022,3.5
5736,H3351 ,Local CCP ,"EXCELLUS HEALTH PLAN, INC. ","Excellus Health Plan, Inc ","Lifetime Healthcare, Inc. ",5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,0.0,0.0,4.0,3.0,2.0,0.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,0.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,4.0,0.0,4.5,5.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,2022,5
